Category,Name,User_Rating,User_Votes,Year_Started,Show_url
Music,Top 20 Countdown: Music City Madness,10,1,NA,http://www.tv.com/shows/top-20-countdown-music-city-madness/
Reality,Top 20 Countdown: Music City Madness,10,1,NA,http://www.tv.com/shows/top-20-countdown-music-city-madness/
NA,Drain The Ocean,9.9,4,2009,http://www.tv.com/shows/drain-the-ocean/
NA,Treasury Inc.,9.5,1,2009,http://www.tv.com/shows/treasury-inc/
NA,Dave Salmoni: A Year with Lions,9,1,NA,http://www.tv.com/shows/dave-salmoni-a-year-with-lions/
NA,Dannii Minogue: Style Queen,9,1,NA,http://www.tv.com/shows/dannii-minogue-style-queen/
NA,Holly and Hal Moose: Our Uplifting Christmas Adventure,8.8,3,NA,http://www.tv.com/shows/holly-and-hal-moose-our-uplifting-christmas-adventure/
NA,Double Take,8.5,2,2009,http://www.tv.com/shows/double-take/
Documentary,Dino Gangs,0,0,2011,http://www.tv.com/shows/dino-gangs/
News,Dino Gangs,0,0,2011,http://www.tv.com/shows/dino-gangs/
Science,Dino Gangs,0,0,2011,http://www.tv.com/shows/dino-gangs/
NA,I Hate Your House,8.5,1,2010,http://www.tv.com/shows/i-hate-your-house/
NA,Cheat Sheet: Mysteries of the Universe,8,1,2009,http://www.tv.com/shows/cheat-sheet-mysteries-of-the-universe/
NA,The Recruit,7.8,10,2008,http://www.tv.com/shows/the-recruit/
NA,Gown Crazy,7.8,8,NA,http://www.tv.com/shows/gown-crazy/
NA,We Are One: The Obama Inaugural Celebration at the Lincoln Memorial,7.5,5,2009,http://www.tv.com/shows/we-are-one-the-obama-inaugural-celebration-at-the-lincoln-memorial/
NA,Matadors,7.4,5,NA,http://www.tv.com/shows/matadors/
NA,This is Culdesac,7.3,6,NA,http://www.tv.com/shows/this-is-culdesac/
NA,Fight School,7.1,21,2005,http://www.tv.com/shows/fight-school/
NA,Yogi Bear's Funtastic Adventure,7,14,NA,http://www.tv.com/shows/yogi-bears-funtastic-adventure/
NA,The Call (2007),7,5,NA,http://www.tv.com/shows/the-call-2007/
NA,Des & Mel,7,3,NA,http://www.tv.com/shows/des-and-mel/
NA,Playing For Change: Peace Through Music,7,3,2009,http://www.tv.com/shows/playing-for-change-peace-through-music/
NA,Next People,0,0,NA,http://www.tv.com/shows/next-people/
News,Big Urban Myth,0,0,NA,http://www.tv.com/shows/big-urban-myth/
NA,DOG!,6.9,10,NA,http://www.tv.com/shows/dog/
NA,Stone Cold,6.8,7,NA,http://www.tv.com/shows/stone-cold/
NA,Shoujo Kakumei Utena,6.7,8,NA,http://www.tv.com/shows/shoujo-kakumei-utena/
NA,Ace in the Hole,6.7,3,NA,http://www.tv.com/shows/ace-in-the-hole/
NA,The Scrub Club,6.6,8,NA,http://www.tv.com/shows/the-scrub-club/
NA,A Race Car is Born,6.6,12,NA,http://www.tv.com/shows/a-race-car-is-born/
NA,Ashita ga aru sa,6.6,8,NA,http://www.tv.com/shows/ashita-ga-aru-sa/
NA,The Minister of Divine,6.3,3,NA,http://www.tv.com/shows/the-minister-of-divine/
Comedy,Rich Hall's Fishing Show,0,0,2003,http://www.tv.com/shows/rich-halls-fishing-show/
Talk & Interview,Rich Hall's Fishing Show,0,0,2003,http://www.tv.com/shows/rich-halls-fishing-show/
NA,ET on MTV,6.3,22,2002,http://www.tv.com/shows/et-on-mtv/
NA,Lidia's Italian Table,6.3,9,NA,http://www.tv.com/shows/lidias-italian-table/
NA,Into the Storm,6.2,4,NA,http://www.tv.com/shows/into-the-storm/
NA,The Young People's Concerts,6.2,7,NA,http://www.tv.com/shows/the-young-peoples-concerts/
NA,The Street (1988),6.2,7,NA,http://www.tv.com/shows/the-street-1988/
NA,Tonight with Jonathan Ross,6.2,18,NA,http://www.tv.com/shows/tonight-with-jonathan-ross/
Game Show,Jackpot,6.1,9,NA,http://www.tv.com/shows/jackpot/
Documentary,Virgin Galactic,0,0,NA,http://www.tv.com/shows/virgin-galactic/
Health & Lifestyle,Virgin Galactic,0,0,NA,http://www.tv.com/shows/virgin-galactic/
NA,When Good Pets Go Bad II,6.1,8,NA,http://www.tv.com/shows/when-good-pets-go-bad-ii/
NA,Ultimate Transformations Live,6.1,9,NA,http://www.tv.com/shows/ultimate-transformations-live/
NA,Arcade Gamer Fubuki,6,9,NA,http://www.tv.com/shows/arcade-gamer-fubuki/
Events & Specials,William & Catherine: The Royal Wedding,0,0,NA,http://www.tv.com/shows/william-and-catherine-the-royal-wedding/
Health & Lifestyle,William & Catherine: The Royal Wedding,0,0,NA,http://www.tv.com/shows/william-and-catherine-the-royal-wedding/
News,William & Catherine: The Royal Wedding,0,0,NA,http://www.tv.com/shows/william-and-catherine-the-royal-wedding/
NA,Sanity Clause,5.9,5,NA,http://www.tv.com/shows/sanity-clause/
NA,Nightshift,5.9,7,NA,http://www.tv.com/shows/nightshift/
NA,Call the Shots,5.9,7,NA,http://www.tv.com/shows/call-the-shots/
NA,High School Project USA,5.9,12,NA,http://www.tv.com/shows/high-school-project-usa/
NA,Living it up with Ali & Jack,5.8,11,NA,http://www.tv.com/shows/living-it-up-with-ali-and-jack/
NA,Dirty Tricks,5.8,10,2007,http://www.tv.com/shows/dirty-tricks/
NA,Cockleshell Bay,5.8,7,NA,http://www.tv.com/shows/cockleshell-bay/
NA,Music News,5.7,12,NA,http://www.tv.com/shows/music-news/
NA,Susie Q,5.6,4,NA,http://www.tv.com/shows/susie-q/
NA,Romance Classics,5.6,6,NA,http://www.tv.com/shows/romance-classics/
NA,Ask Aspel,5.6,8,NA,http://www.tv.com/shows/ask-aspel/
NA,The Trackers,5.6,6,NA,http://www.tv.com/shows/the-trackers/
Documentary,Gardens of the World,5.6,6,NA,http://www.tv.com/shows/gardens-of-the-world/
NA,Ride with Funkmaster Flex,6.3,18,NA,http://www.tv.com/shows/ride-with-funkmaster-flex/
NA,The Acme School of Stuff,6.3,14,NA,http://www.tv.com/shows/the-acme-school-of-stuff/
NA,Buddha Of Suburbia,6.1,7,NA,http://www.tv.com/shows/buddha-of-suburbia/
NA,Uncle Croc's Block,6,1,NA,http://www.tv.com/shows/uncle-crocs-block/
NA,Vinyl,6,1,NA,http://www.tv.com/shows/vinyl/
NA,Tiny & Crew,5.6,6,NA,http://www.tv.com/shows/tiny-and-crew/
NA,It's Alive!,5.6,6,NA,http://www.tv.com/shows/its-alive/
NA,Ritter's Cove,5.6,6,NA,http://www.tv.com/shows/ritters-cove/
NA,Planet Kate,5.6,6,NA,http://www.tv.com/shows/planet-kate/
NA,Vets In The Wild West,5.6,6,2001,http://www.tv.com/shows/vets-in-the-wild-west/
NA,Candice Checks It Out,5.6,6,NA,http://www.tv.com/shows/candice-checks-it-out/
NA,Eat My Shorts,5.6,6,NA,http://www.tv.com/shows/eat-my-shorts/
NA,Bing! The Sound of Something New,5.6,6,NA,http://www.tv.com/shows/bing-the-sound-of-something-new/
NA,This Hour Has Seven Days,5.6,6,NA,http://www.tv.com/shows/this-hour-has-seven-days/
NA,Let's Have Fun!,5.6,6,NA,http://www.tv.com/shows/lets-have-fun/
NA,Johnny Olsen's Rumpus Room,5.6,6,NA,http://www.tv.com/shows/johnny-olsens-rumpus-room/
NA,Arts Alive,5.6,6,NA,http://www.tv.com/shows/arts-alive/
NA,Rollin' with Zach,0,0,2011,http://www.tv.com/shows/rollin-with-zach/
NA,Why is It So?,5.6,6,NA,http://www.tv.com/shows/why-is-it-so/
NA,Close Encounters with Keith Barry,5.6,6,NA,http://www.tv.com/shows/close-encounters-with-keith-barry/
NA,Captain Sturdy,5.6,6,NA,http://www.tv.com/shows/captain-sturdy/
NA,25 Biggest Renovating Mistakes,0,0,NA,http://www.tv.com/shows/25-biggest-renovating-mistakes/
NA,The Unique Dave Allen,5.6,6,NA,http://www.tv.com/shows/the-unique-dave-allen/
NA,That Couple,5.4,4,NA,http://www.tv.com/shows/that-couple/
NA,The Color of a Woman,0,0,NA,http://www.tv.com/shows/the-color-of-a-woman/
Comedy,Marty,5.4,6,NA,http://www.tv.com/shows/marty/
NA,Animal Ark,5.4,9,NA,http://www.tv.com/shows/animal-ark/
NA,Politics & Poker,0,0,NA,http://www.tv.com/shows/politics-and-poker/
NA,Picturing the Presidents,0,0,NA,http://www.tv.com/shows/picturing-the-presidents/
NA,Sorry I'm Single,5.4,6,NA,http://www.tv.com/shows/sorry-im-single/
NA,Saint Monica,5.4,7,NA,http://www.tv.com/shows/saint-monica/
NA,House Calls with Ron Hazelton,5.4,7,NA,http://www.tv.com/shows/house-calls-with-ron-hazelton/
NA,Bunny Drop,0,0,NA,http://www.tv.com/shows/bunny-drop/
NA,Fantasy Camp,0,0,NA,http://www.tv.com/shows/fantasy-camp/
NA,Inside Winston Cup,5.3,7,NA,http://www.tv.com/shows/inside-winston-cup/
NA,The Best Damn Wrestling Period,5.3,8,NA,http://www.tv.com/shows/the-best-damn-wrestling-period/
NA,Havoc and Newsboy's Sell-Out Tour,5.3,6,NA,http://www.tv.com/shows/havoc-and-newsboys-sell-out-tour/
NA,Tonight with Bert Newton,5.3,6,NA,http://www.tv.com/shows/tonight-with-bert-newton/
NA,Junior Almost Anything Goes,5.3,6,NA,http://www.tv.com/shows/junior-almost-anything-goes/
NA,Egypt's New Tomb Revealed,5.3,7,2006,http://www.tv.com/shows/egypts-new-tomb-revealed/
NA,Anthony Clark: Ambiguous,0,0,NA,http://www.tv.com/shows/anthony-clark-ambiguous/
NA,Beat the Clock (1979),5.3,11,NA,http://www.tv.com/shows/beat-the-clock-1979/
NA,Imagination Unleashed: An Artisan's Journey,0,0,NA,http://www.tv.com/shows/imagination-unleashed-an-artisans-journey/
NA,Alphy's Hollywood Power Party,5.5,6,NA,http://www.tv.com/shows/alphys-hollywood-power-party/
NA,Skinamarink TV,5.5,6,NA,http://www.tv.com/shows/skinamarink-tv/
NA,My Life As An Animal,5.5,4,2009,http://www.tv.com/shows/my-life-as-an-animal/
NA,Stacked Poker,5.5,2,2006,http://www.tv.com/shows/stacked-poker/
NA,Dogstar,5.5,2,NA,http://www.tv.com/shows/dogstar/
NA,The Robonic Stooges,5.5,2,NA,http://www.tv.com/shows/the-robonic-stooges/
NA,Guantanamo Phil,5.5,2,2009,http://www.tv.com/shows/guantanamo-phil/
NA,Dora's Christmas Carol Adventure,5.5,2,NA,http://www.tv.com/shows/doras-christmas-carol-adventure/
NA,Best Men,5.5,7,NA,http://www.tv.com/shows/best-men/
Comedy,Lucky Bag,5.5,6,NA,http://www.tv.com/shows/lucky-bag/
NA,Prisoner of Honor,5.5,6,NA,http://www.tv.com/shows/prisoner-of-honor/
NA,Dancin' to the Hits,5.4,6,NA,http://www.tv.com/shows/dancin-to-the-hits/
NA,Untitled Kevin Fall Sproject,5.4,6,2005,http://www.tv.com/shows/untitled-kevin-fall-sproject/
NA,Run the Risk,5.4,6,NA,http://www.tv.com/shows/run-the-risk/
NA,Betty's Bunch,5.4,6,NA,http://www.tv.com/shows/bettys-bunch/
NA,Club Norwich,4.7,5,NA,http://www.tv.com/shows/club-norwich/
NA,You Can Do Magic,5.1,7,2004,http://www.tv.com/shows/you-can-do-magic/
NA,Under The Helmet,5,2,NA,http://www.tv.com/shows/under-the-helmet/
NA,Noah's Chronicles,4.7,5,NA,http://www.tv.com/shows/noahs-chronicles/
NA,National Banana Already in Progress,5,1,NA,http://www.tv.com/shows/national-banana-already-in-progress/
NA,All Star Comedy,4.7,5,NA,http://www.tv.com/shows/all-star-comedy/
NA,Untitled Jamie Foxx/Marcus King Project,5,1,NA,http://www.tv.com/shows/untitled-jamie-foxxmarcus-king-project/
NA,Pickergill's People,4.7,5,NA,http://www.tv.com/shows/pickergills-people/
NA,Julia's Tango,5,2,NA,http://www.tv.com/shows/julias-tango/
NA,Conic Sections In Math,4.7,5,NA,http://www.tv.com/shows/conic-sections-in-math/
NA,Patton Oswalt: My Weakness Is Strong,5,2,2009,http://www.tv.com/shows/patton-oswalt-my-weakness-is-strong/
NA,"Creamy Mami, The Magic Angel",5,2,NA,http://www.tv.com/shows/creamy-mami-the-magic-angel/
NA,Whirligig,4.7,5,NA,http://www.tv.com/shows/whirligig/
Comedy,Rollin' on the River,4.9,6,NA,http://www.tv.com/shows/rollin-on-the-river/
Music,Rollin' on the River,4.9,6,NA,http://www.tv.com/shows/rollin-on-the-river/
NA,Chain of Command,4.7,5,NA,http://www.tv.com/shows/chain-of-command/
NA,Last Mysteries of the Titanic,4.9,11,2005,http://www.tv.com/shows/last-mysteries-of-the-titanic/
NA,Dumb and Dumber (UK),4.9,2,NA,http://www.tv.com/shows/dumb-and-dumber-uk/
NA,The Streets of Beverly Hills,4.8,6,NA,http://www.tv.com/shows/the-streets-of-beverly-hills/
NA,Val Parnell's Sunday Night at the London Palladium,4.7,5,NA,http://www.tv.com/shows/val-parnells-sunday-night-at-the-london-palladium/
NA,Daisy's Mom,4.7,5,NA,http://www.tv.com/shows/daisys-mom/
NA,Backchat,4.7,8,NA,http://www.tv.com/shows/backchat/
NA,School In High Heels,4.7,6,2012,http://www.tv.com/shows/school-in-high-heels/
Comedy,It's a Business,4.7,6,NA,http://www.tv.com/shows/its-a-business/
NA,The Bill Gwinn Show,4.7,5,NA,http://www.tv.com/shows/the-bill-gwinn-show/
Reality,Country Style,4.7,6,NA,http://www.tv.com/shows/country-style/
NA,Recovering My Life,4.7,6,2005,http://www.tv.com/shows/recovering-my-life/
NA,Messages Home,4.7,6,NA,http://www.tv.com/shows/messages-home/
NA,Favorite Son,4.7,6,NA,http://www.tv.com/shows/favorite-son/
NA,"Ready, Fire, Aim",4.7,6,2005,http://www.tv.com/shows/ready-fire-aim/
NA,Main Floor,4.7,6,NA,http://www.tv.com/shows/main-floor/
NA,Flamingo Fortune,4.7,5,NA,http://www.tv.com/shows/flamingo-fortune/
NA,Chart Attack,4.7,5,NA,http://www.tv.com/shows/chart-attack/
NA,The Funny Side,4.7,5,NA,http://www.tv.com/shows/the-funny-side/
NA,April Fool's Day,4.7,5,NA,http://www.tv.com/shows/april-fools-day/
NA,Willy Nilly,4.7,5,NA,http://www.tv.com/shows/willy-nilly/
NA,Running With Scissors,4.7,5,NA,http://www.tv.com/shows/running-with-scissors/
NA,Sword of Honour,4.7,5,NA,http://www.tv.com/shows/sword-of-honour/
NA,Backstretch,4.7,5,NA,http://www.tv.com/shows/backstretch/
NA,Ford Festival,4.7,5,NA,http://www.tv.com/shows/ford-festival/
NA,Economics with Hobbyda,4.7,5,NA,http://www.tv.com/shows/economics-with-hobbyda/
NA,Daniel van Bargen,4.7,5,NA,http://www.tv.com/shows/daniel-van-bargen/
NA,Chasing Cain,4.7,5,NA,http://www.tv.com/shows/chasing-cain/
NA,L'Or et Le Papier,4.7,5,NA,http://www.tv.com/shows/lor-et-le-papier/
NA,Hold It Please,4.7,5,NA,http://www.tv.com/shows/hold-it-please/
NA,Night Nurse,4.7,5,NA,http://www.tv.com/shows/night-nurse/
NA,Upside Town/Swingaround,4.7,5,NA,http://www.tv.com/shows/upside-townswingaround/
NA,The James Mason Show,4.7,5,NA,http://www.tv.com/shows/the-james-mason-show/
NA,Annie Goes to Hollywood,4.7,5,2001,http://www.tv.com/shows/annie-goes-to-hollywood/
NA,The Stretch,4.7,5,NA,http://www.tv.com/shows/the-stretch/
NA,Lafff Traxxx,4.7,5,NA,http://www.tv.com/shows/lafff-traxxx/
NA,U.S. Customs,4.7,5,NA,http://www.tv.com/shows/us-customs/
NA,Studio 59,4.7,5,NA,http://www.tv.com/shows/studio-59/
NA,Phil and Arthur Go Off,4.7,5,NA,http://www.tv.com/shows/phil-and-arthur-go-off/
NA,The Waiting Time,4.7,5,NA,http://www.tv.com/shows/the-waiting-time/
NA,Clean,4.7,5,NA,http://www.tv.com/shows/clean/
NA,Adventure in the Otaku Galaxy,4.7,5,NA,http://www.tv.com/shows/adventure-in-the-otaku-galaxy/
NA,Hummingbird,4.7,5,NA,http://www.tv.com/shows/hummingbird/
NA,More Issues,4.7,5,NA,http://www.tv.com/shows/more-issues/
NA,Notes & Queries,4.7,5,NA,http://www.tv.com/shows/notes-and-queries/
NA,Cross Canada Hit Parade,4.7,5,NA,http://www.tv.com/shows/cross-canada-hit-parade/
NA,Who Do You Think You Are? (1976),4.7,5,NA,http://www.tv.com/shows/who-do-you-think-you-are-1976/
Comedy,Jan Murray Time,5.3,6,NA,http://www.tv.com/shows/jan-murray-time/
NA,Kids Today!,4.7,5,NA,http://www.tv.com/shows/kids-today/
NA,Herb Sheldon'sPlayland!,4.7,5,NA,http://www.tv.com/shows/herb-sheldonsplayland/
NA,Rickey Tickey Playhouse!,4.7,5,NA,http://www.tv.com/shows/rickey-tickey-playhouse/
NA,Cartoon Circus,4.7,5,NA,http://www.tv.com/shows/cartoon-circus/
NA,The Movie Break,5.3,6,NA,http://www.tv.com/shows/the-movie-break/
NA,Mr.Toby's Tip Top Merry Go Round,4.7,5,NA,http://www.tv.com/shows/mrtobys-tip-top-merry-go-round/
NA,The Webster Webfoot Show,4.7,5,NA,http://www.tv.com/shows/the-webster-webfoot-show/
NA,The Whistiling Wizard,4.7,5,NA,http://www.tv.com/shows/the-whistiling-wizard/
NA,To Tell the Truth (1980),5.3,7,NA,http://www.tv.com/shows/to-tell-the-truth-1980/
NA,Xperimental,5.3,7,NA,http://www.tv.com/shows/xperimental/
NA,Marshall Bill,4.7,5,NA,http://www.tv.com/shows/marshall-bill/
NA,Studio 991/2,4.7,5,NA,http://www.tv.com/shows/studio-9912/
NA,Disney's Emerald Cove,5.2,7,NA,http://www.tv.com/shows/disneys-emerald-cove/
NA,Major League Wrestling,5.2,7,NA,http://www.tv.com/shows/major-league-wrestling/
NA,Vote for Me,5.1,7,NA,http://www.tv.com/shows/vote-for-me/
NA,This is Australia,4.7,5,NA,http://www.tv.com/shows/this-is-australia/
NA,Barking! (1998),5.1,6,NA,http://www.tv.com/shows/barking-1998/
NA,Rocket To Adventure,4.7,5,NA,http://www.tv.com/shows/rocket-to-adventure/
NA,Raynor/Shine,4.7,5,NA,http://www.tv.com/shows/raynorshine/
NA,The Serendipity Singers Show,4.7,5,NA,http://www.tv.com/shows/the-serendipity-singers-show/
NA,Seal Morning,4.7,5,NA,http://www.tv.com/shows/seal-morning/
NA,Did You See..?,4.7,5,NA,http://www.tv.com/shows/did-you-see/
NA,Nineteen,4.7,5,NA,http://www.tv.com/shows/nineteen/
NA,The Thing About Vince,4.7,5,NA,http://www.tv.com/shows/the-thing-about-vince/
NA,Trouble Star Sherrif Star,4.7,5,NA,http://www.tv.com/shows/trouble-star-sherrif-star/
NA,Marude Dameo,4.7,5,NA,http://www.tv.com/shows/marude-dameo/
NA,Ch@in Reaction,4.7,5,NA,http://www.tv.com/shows/chin-reaction/
NA,Winner Take All,4.7,5,NA,http://www.tv.com/shows/winner-take-all/
NA,Story of the Novel,4.7,5,NA,http://www.tv.com/shows/story-of-the-novel/
NA,Bodysurfers,4.7,5,NA,http://www.tv.com/shows/bodysurfers/
NA,Stay Tooned,4.7,5,NA,http://www.tv.com/shows/stay-tooned/
NA,"Weird, Bad & Ugly",4.7,5,NA,http://www.tv.com/shows/weird-bad-and-ugly/
NA,The Countess Alice,4.7,5,NA,http://www.tv.com/shows/the-countess-alice/
NA,The Hitchhiker Chronicles,4.7,5,NA,http://www.tv.com/shows/the-hitchhiker-chronicles/
NA,Tibbs and Fibbs,4.7,5,NA,http://www.tv.com/shows/tibbs-and-fibbs/
NA,Carousels and Candyfloss,4.7,5,NA,http://www.tv.com/shows/carousels-and-candyfloss/
NA,I Me My Strawberry Eggs,4.8,6,NA,http://www.tv.com/shows/i-me-my-strawberry-eggs/
NA,Pauline's Quirkes,4.8,7,NA,http://www.tv.com/shows/paulines-quirkes/
NA,Make Shift,4.8,7,2005,http://www.tv.com/shows/make-shift/
NA,Love Me Do,4.7,5,NA,http://www.tv.com/shows/love-me-do/
NA,Anne and Nick,4.7,5,NA,http://www.tv.com/shows/anne-and-nick/
NA,The Fluffy Club,4.7,5,2005,http://www.tv.com/shows/the-fluffy-club/
NA,The Yo Yo,4.7,5,NA,http://www.tv.com/shows/the-yo-yo/
NA,Psychic Livetime,4.7,5,NA,http://www.tv.com/shows/psychic-livetime/
NA,California My Way,4.7,5,NA,http://www.tv.com/shows/california-my-way/
NA,Humpty Dumpty,4.7,5,NA,http://www.tv.com/shows/humpty-dumpty/
NA,Ganbarist! Shun,4.7,5,NA,http://www.tv.com/shows/ganbarist-shun/
NA,The Interstellar Suite,4.7,5,NA,http://www.tv.com/shows/the-interstellar-suite/
NA,Mansbridge: One on One,4.7,5,1999,http://www.tv.com/shows/mansbridge-one-on-one/
NA,When the Bough Breaks (1986),4.7,5,NA,http://www.tv.com/shows/when-the-bough-breaks-1986/
NA,Dominic Keating,4.7,5,NA,http://www.tv.com/shows/dominic-keating/
NA,Exploring,4.7,5,NA,http://www.tv.com/shows/exploring/
NA,Panhandle Pete & Jennifer,4.7,5,NA,http://www.tv.com/shows/panhandle-pete-and-jennifer/
NA,Noontime Comics,4.7,5,NA,http://www.tv.com/shows/noontime-comics/
NA,Judge For Yourself,4.7,5,NA,http://www.tv.com/shows/judge-for-yourself/
NA,Mortimer & Arabel,4.7,5,NA,http://www.tv.com/shows/mortimer-and-arabel/
NA,Out of Bounds,4.7,5,NA,http://www.tv.com/shows/out-of-bounds/
NA,Burly Bear TV,4.7,5,NA,http://www.tv.com/shows/burly-bear-tv/
NA,The Big TNT Show,4.7,5,NA,http://www.tv.com/shows/the-big-tnt-show/
NA,Dancing Daze,4.7,5,NA,http://www.tv.com/shows/dancing-daze/
NA,Pharm Club,4.7,5,NA,http://www.tv.com/shows/pharm-club/
NA,The Davey Gee Show,4.7,5,2005,http://www.tv.com/shows/the-davey-gee-show/
NA,Parent Soup,4.7,5,NA,http://www.tv.com/shows/parent-soup/
NA,Een Prettig Gesprek,4.7,5,NA,http://www.tv.com/shows/een-prettig-gesprek/
NA,The Starlamp,4.7,5,NA,http://www.tv.com/shows/the-starlamp/
NA,Only Joking,4.7,5,NA,http://www.tv.com/shows/only-joking/
NA,Wednesday at Eight,4.7,5,NA,http://www.tv.com/shows/wednesday-at-eight/
NA,East of Normal West of Weird,4.7,5,2005,http://www.tv.com/shows/east-of-normal-west-of-weird/
NA,Tokkei Shureu Solbrain,4.7,5,NA,http://www.tv.com/shows/tokkei-shureu-solbrain/
NA,Celebrity Style Challenge,4.7,5,NA,http://www.tv.com/shows/celebrity-style-challenge/
NA,One Man and His Dog,4.7,5,NA,http://www.tv.com/shows/one-man-and-his-dog/
NA,Behind the Ears,4.7,5,NA,http://www.tv.com/shows/behind-the-ears/
NA,Tristia of the Deep Blue Sea,4.7,5,NA,http://www.tv.com/shows/tristia-of-the-deep-blue-sea/
NA,BET Top 5 Countdown,4.7,5,NA,http://www.tv.com/shows/bet-top-5-countdown/
NA,Journey to the Heart of the World,4.7,5,NA,http://www.tv.com/shows/journey-to-the-heart-of-the-world/
NA,Under Offer,4.7,5,NA,http://www.tv.com/shows/under-offer/
Drama,The Gifted one,4.5,6,NA,http://www.tv.com/shows/the-gifted-one/
Documentary,Confessions of Crime,4.7,5,NA,http://www.tv.com/shows/confessions-of-crime/
NA,Plastic Little,4.5,6,NA,http://www.tv.com/shows/plastic-little/
NA,ASAP '07,4.5,2,1995,http://www.tv.com/shows/asap-07/
NA,How the West Was Fun,4.5,7,NA,http://www.tv.com/shows/how-the-west-was-fun/
NA,Spider and Rose,4.7,6,NA,http://www.tv.com/shows/spider-and-rose/
NA,Feel the Heat,4.5,6,NA,http://www.tv.com/shows/feel-the-heat/
NA,Nature's Boy,4.7,6,2000,http://www.tv.com/shows/natures-boy/
NA,Mind The Gap,4.5,6,NA,http://www.tv.com/shows/mind-the-gap/
NA,All Around the Town,4.5,7,NA,http://www.tv.com/shows/all-around-the-town/
NA,My Good Woman,4.4,6,NA,http://www.tv.com/shows/my-good-woman/
NA,I Love my Wife,4.7,5,NA,http://www.tv.com/shows/i-love-my-wife/
Game Show,Who's There?,4.4,6,NA,http://www.tv.com/shows/whos-there/
NA,Around the world in 80 faiths,4.3,3,2009,http://www.tv.com/shows/around-the-world-in-80-faiths/
NA,Johnny & Denise: Passport to Paradise,4.3,6,NA,http://www.tv.com/shows/johnny-and-denise-passport-to-paradise/
NA,Ride with the Wind,4.1,1,NA,http://www.tv.com/shows/ride-with-the-wind/
NA,Robertson's Greatest Hits,4.1,6,NA,http://www.tv.com/shows/robertsons-greatest-hits/
NA,Mysteries of Chinatown,4.7,5,NA,http://www.tv.com/shows/mysteries-of-chinatown/
NA,Mission: Reading,4.1,7,NA,http://www.tv.com/shows/mission-reading/
NA,Feedback Report,4.6,7,NA,http://www.tv.com/shows/feedback-report/
NA,Joe Garagiola's Memory Game,4.6,6,NA,http://www.tv.com/shows/joe-garagiolas-memory-game/
NA,Game On Hawaii,4.6,6,NA,http://www.tv.com/shows/game-on-hawaii/
NA,The Remarkable Journey,4.7,5,NA,http://www.tv.com/shows/the-remarkable-journey/
NA,Planet Ustinov,4.7,5,NA,http://www.tv.com/shows/planet-ustinov/
NA,Rice Paper Stars,4.7,5,2000,http://www.tv.com/shows/rice-paper-stars/
NA,The Tim Conway Comedy Hour,4.7,5,NA,http://www.tv.com/shows/the-tim-conway-comedy-hour/
NA,Jonah,4.7,5,2006,http://www.tv.com/shows/jonah/
NA,Mary O'Leary,4.7,5,NA,http://www.tv.com/shows/mary-oleary/
NA,Antenna Adventures,4.7,5,NA,http://www.tv.com/shows/antenna-adventures/
NA,$hopping $pree,4.7,5,NA,http://www.tv.com/shows/hopping-pree/
NA,Janet Jackson Exposed,3.7,3,2006,http://www.tv.com/shows/janet-jackson-exposed/
Game Show,From the Ground Up,3.6,4,2006,http://www.tv.com/shows/from-the-ground-up/
Health & Lifestyle,From the Ground Up,3.6,4,2006,http://www.tv.com/shows/from-the-ground-up/
Reality,From the Ground Up,3.6,4,2006,http://www.tv.com/shows/from-the-ground-up/
NA,Creative Juice for the Holidays,3.6,7,2005,http://www.tv.com/shows/creative-juice-for-the-holidays/
NA,Rederier,0,0,NA,http://www.tv.com/shows/rederier/
NA,Mircosoap,0,0,NA,http://www.tv.com/shows/mircosoap/
NA,Stop at Nothing,0,0,NA,http://www.tv.com/shows/stop-at-nothing/
NA,Moments of Friendship,0,0,NA,http://www.tv.com/shows/moments-of-friendship/
NA,Siam Sunset,0,0,NA,http://www.tv.com/shows/siam-sunset/
NA,Trouble On The Corner,0,0,NA,http://www.tv.com/shows/trouble-on-the-corner/
NA,RIS:SE,0,0,NA,http://www.tv.com/shows/risse/
NA,Class of...,1,1,NA,http://www.tv.com/shows/class-of/
Business,Inside the Newsroom,1,1,NA,http://www.tv.com/shows/inside-the-newsroom/
News,Inside the Newsroom,1,1,NA,http://www.tv.com/shows/inside-the-newsroom/
Science,Inside the Newsroom,1,1,NA,http://www.tv.com/shows/inside-the-newsroom/
Arts,The Big Ten,1,1,NA,http://www.tv.com/shows/the-big-ten/
Music,The Big Ten,1,1,NA,http://www.tv.com/shows/the-big-ten/
Talk & Interview,The Big Ten,1,1,NA,http://www.tv.com/shows/the-big-ten/
Travel,Park Secrets,1,1,NA,http://www.tv.com/shows/park-secrets/
NA,Li'l Larrikins,0,0,2010,http://www.tv.com/shows/lil-larrikins/
NA,Sweet 18,0,0,NA,http://www.tv.com/shows/sweet-18/
NA,Viva! Tokyo!,0,0,NA,http://www.tv.com/shows/viva-tokyo/
NA,The Wishing Well,0,0,NA,http://www.tv.com/shows/the-wishing-well/
NA,Bobby Flay's Brunch,0,0,2010,http://www.tv.com/shows/bobby-flays-brunch/
NA,Stick,0,0,NA,http://www.tv.com/shows/stick/
NA,America Today,0,0,NA,http://www.tv.com/shows/america-today/
